participant_id,task_id,scenario_id,scenario_persona,chosen_hotel_id,chosen_hotel_name,chosen_room_id,chosen_room_name,room_price_lkr,room_board,room_refundable,room_size_sqm,n_rooms_offered,is_attention_check,attention_pass,decision_ms,time_to_first_interaction_ms,n_hotels_opened,revisions,room_revisions,submitted_at
fc04983c-b3fb-4d76-a273-27c597a50d0f,t1,t1,Evening walker,lpb1537,Shangri-La Colombo,,,,,,,0,false,,2278,77,,0,,2026-08-14T19:01:08.695Z
fc04983c-b3fb-4d76-a273-27c597a50d0f,t2,t2,Business traveller,lp72a36,Best Western Elyon Colombo,,,,,,,0,false,,1508,163,,0,,2026-08-14T19:01:10.858Z
fc04983c-b3fb-4d76-a273-27c597a50d0f,t3,t3,Self-funded worker,lp9855f,Fairway Colombo - Sri Lanka's First Hotel With Robot Technology,,,,,,,0,false,,1674,344,,0,,2026-08-14T19:01:13.024Z
fc04983c-b3fb-4d76-a273-27c597a50d0f,t4,t4,Family on holiday,lp73ace,lp73ace,,,,,,,0,false,,1634,4,,0,,2026-08-14T19:01:15.015Z
fc04983c-b3fb-4d76-a273-27c597a50d0f,t5,t5,Light sleeper,lp72a36,Best Western Elyon Colombo,,,,,,,0,false,,1340,352,,0,,2026-08-14T19:01:16.827Z
fc04983c-b3fb-4d76-a273-27c597a50d0f,t6,t6,Beach weekender,lp7c172,Mirage Colombo,,,,,,,0,false,,1413,327,,0,,2026-08-14T19:01:18.770Z
fc04983c-b3fb-4d76-a273-27c597a50d0f,t7,t7,Long-stay consultant,lp857b8,Zylan Colombo,,,,,,,0,false,,1773,265,,0,,2026-08-14T19:01:21.031Z
fc04983c-b3fb-4d76-a273-27c597a50d0f,t8,t8,Value-seeking couple,lp6557c6e0,Granbell Hotel Colombo,,,,,,,0,false,,1941,8,,0,,2026-08-14T19:01:23.297Z
fc04983c-b3fb-4d76-a273-27c597a50d0f,t9,t9,Remote worker,lp7c172,Mirage Colombo,,,,,,,0,false,,1392,50,,0,,2026-08-14T19:01:25.016Z
fc04983c-b3fb-4d76-a273-27c597a50d0f,t10,t10,Business traveller,lp72a36,Best Western Elyon Colombo,,,,,,,0,false,,1201,294,,0,,2026-08-14T19:01:26.559Z
fc04983c-b3fb-4d76-a273-27c597a50d0f,t_attn,t_attn,Attention check,lp9855f,Fairway Colombo - Sri Lanka's First Hotel With Robot Technology,,,,,,,0,true,false,1392,62,,0,,2026-08-14T19:01:28.300Z
2612831e-3be0-4d7e-98a6-d0af8dfcd0fb,t1,t1,Evening walker,lp803e1,Galle Face Hotel,,,,,,,0,false,,173679,54621,,2,,2026-08-15T02:35:32.682Z
2612831e-3be0-4d7e-98a6-d0af8dfcd0fb,t2,t2,Business traveller,lp102b02,Marino Beach Colombo,,,,,,,0,false,,146162,143837,,0,,2026-08-15T02:37:59.555Z
2612831e-3be0-4d7e-98a6-d0af8dfcd0fb,t3,t3,Self-funded worker,lp803e1,Galle Face Hotel,,,,,,,0,false,,71840,65803,,0,,2026-08-15T02:39:11.826Z
2612831e-3be0-4d7e-98a6-d0af8dfcd0fb,t4,t4,Family on holiday,lp102b02,Marino Beach Colombo,,,,,,,0,false,,42736,41373,,0,,2026-08-15T02:39:55.256Z
2612831e-3be0-4d7e-98a6-d0af8dfcd0fb,t5,t5,Light sleeper,lp102b02,Marino Beach Colombo,,,,,,,0,false,,87080,85902,,0,,2026-08-15T02:41:22.748Z
2612831e-3be0-4d7e-98a6-d0af8dfcd0fb,t6,t6,Beach weekender,lp102b02,Marino Beach Colombo,,,,,,,0,false,,43918,42973,,0,,2026-08-15T02:42:07.110Z
2612831e-3be0-4d7e-98a6-d0af8dfcd0fb,t7,t7,Long-stay consultant,lp67708,Supun Arcade Residency,,,,,,,0,false,,149233,146924,,0,,2026-08-15T02:44:36.716Z
2612831e-3be0-4d7e-98a6-d0af8dfcd0fb,t8,t8,Value-seeking couple,lp656d40c7,Sheraton Colombo Hotel,,,,,,,0,false,,69465,67823,,0,,2026-08-15T02:45:46.560Z
2612831e-3be0-4d7e-98a6-d0af8dfcd0fb,t9,t9,Remote worker,lp40d3f,Global Towers Hotel & Apartments,,,,,,,0,false,,21156,19286,,0,,2026-08-15T02:46:08.052Z
2612831e-3be0-4d7e-98a6-d0af8dfcd0fb,t10,t10,Business traveller,lp96bf6,lp96bf6,,,,,,,0,false,,91630,69251,,1,,2026-08-15T02:47:40.049Z
2612831e-3be0-4d7e-98a6-d0af8dfcd0fb,t_attn,t_attn,Attention check,lpb1537,Shangri-La Colombo,,,,,,,0,true,true,20371,19231,,0,,2026-08-15T02:48:00.845Z
7383b98f-cf7b-4de0-ba0a-eb5bc3f073fd,t1,t1,Evening walker,lp81760,The Steuart by Citrus,,,,,,,0,false,,29598,15855,,0,,2026-08-15T04:10:43.947Z
7383b98f-cf7b-4de0-ba0a-eb5bc3f073fd,t2,t2,Business traveller,lpc0df6,Fern Colombo,,,,,,,0,false,,8615,7800,,0,,2026-08-15T04:10:53.075Z
7383b98f-cf7b-4de0-ba0a-eb5bc3f073fd,t3,t3,Self-funded worker,lp655a9e91,Zest Metropole,,,,,,,0,false,,1795,1094,,0,,2026-08-15T04:10:55.259Z
7383b98f-cf7b-4de0-ba0a-eb5bc3f073fd,t4,t4,Family on holiday,lp102b02,Marino Beach Colombo,,,,,,,0,false,,11816,11113,,0,,2026-08-15T04:11:07.537Z
69e681b3-0d76-49e2-b491-4fb99efc8066,t1,t1,Evening walker,lpb1537,Shangri-La Colombo,2416743-RO-NRF,Deluxe Lake View Twin,68781,Room Only,false,42,5,false,,13856,66,1,0,0,2026-08-18T19:10:04.399Z
69e681b3-0d76-49e2-b491-4fb99efc8066,t2,t2,Business traveller,lp857b8,Zylan Colombo,481438-BI-RFN,Executive Room with Jacuzzi - 10% off on Food & Beverage,39068,Breakfast Included,true,60,5,false,,7067,476,1,0,0,2026-08-18T19:10:12.000Z
69e681b3-0d76-49e2-b491-4fb99efc8066,t3,t3,Self-funded worker,lp81760,The Steuart by Citrus,1459938501-RO-NRF,"Premium Room, City View - Early check-in or late check-out subject to availability",22604,Room Only,false,123,5,false,,7666,455,1,0,0,2026-08-18T19:10:20.362Z
69e681b3-0d76-49e2-b491-4fb99efc8066,t4,t4,Family on holiday,lp76eba,Radisson Hotel Colombo,7559276-BI-RFN,Superior Room,36248,Breakfast Included,true,24,5,false,,19394,683,1,0,0,2026-08-18T19:10:40.349Z
69e681b3-0d76-49e2-b491-4fb99efc8066,t5,t5,Light sleeper,lp67708,Supun Arcade Residency,481434-BI-RFN,One-Bedroom Apartment with 15% Discount on Food & Beverage,24663,Breakfast Included,true,121,5,false,,6263,7,1,0,0,2026-08-18T19:10:47.106Z
69e681b3-0d76-49e2-b491-4fb99efc8066,t6,t6,Beach weekender,lp67708,Supun Arcade Residency,481435-BI-RFN,Two-Bedroom Apartment with 15% Discount on Food & Beverage,36342,Breakfast Included,true,142,5,false,,6169,6,1,0,0,2026-08-18T19:10:53.636Z
69e681b3-0d76-49e2-b491-4fb99efc8066,t7,t7,Long-stay consultant,lp857b8,Zylan Colombo,481438-RO-RFN,Executive Room with Jacuzzi - 10% off on Food & Beverage,34557,Room Only,true,60,5,false,,5317,253,1,0,0,2026-08-18T19:10:59.298Z
69e681b3-0d76-49e2-b491-4fb99efc8066,t8,t8,Value-seeking couple,lp6557c6e0,Granbell Hotel Colombo,4368098-RO-NRF,Superior Double City View,28807,Room Only,false,27,3,false,,5516,98,1,0,0,2026-08-18T19:11:05.282Z
69e681b3-0d76-49e2-b491-4fb99efc8066,t9,t9,Remote worker,lp67708,Supun Arcade Residency,481436-RO-RFN,Three-Bedroom Apartment with 15% Discount on Food & Beverage,36342,Room Only,true,160,5,false,,5533,320,1,0,0,2026-08-18T19:11:11.165Z
69e681b3-0d76-49e2-b491-4fb99efc8066,t10,t10,Business traveller,lp72a36,Best Western Elyon Colombo,513432-RO-RFN,Deluxe King Room,19568,Room Only,true,24,3,false,,5390,26,1,0,0,2026-08-18T19:11:17.130Z
69e681b3-0d76-49e2-b491-4fb99efc8066,t_attn,t_attn,Attention check,lp81760,The Steuart by Citrus,1459938501-RO-NRF,"Premium Room, City View - Early check-in or late check-out subject to availability",22604,Room Only,false,123,5,true,false,8949,596,1,0,0,2026-08-18T19:11:26.510Z
054695fc-2388-4c77-a4f5-28f4f0f3d3a3,t1,t1,Evening walker,lp71118,CityRest Fort,1459617182-RO-RFN,Standard Double Room,11502,Room Only,true,,2,false,,53762,21731,1,0,0,2026-08-19T03:38:17.915Z
054695fc-2388-4c77-a4f5-28f4f0f3d3a3,t2,t2,Business traveller,lp72a36,Best Western Elyon Colombo,1459894716-RO-RFN,"Deluxe Room, 2 Twin Beds, Non Smoking",19568,Room Only,true,,3,false,,14077,2924,1,0,0,2026-08-19T03:38:32.473Z
054695fc-2388-4c77-a4f5-28f4f0f3d3a3,t3,t3,Self-funded worker,lp9855f,Fairway Colombo - Sri Lanka's First Hotel With Robot Technology,1459638294-BI-RFN,Superior Balcony Room,32800,Breakfast Included,true,31,5,false,,6859,1395,1,0,0,2026-08-19T03:38:40.123Z
054695fc-2388-4c77-a4f5-28f4f0f3d3a3,t4,t4,Family on holiday,lp7c172,Mirage Colombo,487132-BI-RFN,Standard Double Room,24581,Breakfast Included,true,27,5,false,,11574,3890,1,0,0,2026-08-19T03:38:52.464Z
054695fc-2388-4c77-a4f5-28f4f0f3d3a3,t5,t5,Light sleeper,lp6e625,Hotel Janaki,479119-BI-RFN,Deluxe Double Room,15319,Breakfast Included,true,14,2,false,,6318,1789,1,0,0,2026-08-19T03:38:59.584Z
68361e58-98a9-4e0c-a44c-4a608b4b8ac5,t1,t1,Evening walker,lp3e58e,The Kingsbury Colombo,479092-RO-RFN,Superior Room,37025,Room Only,true,23,2,false,,25895,102,2,0,0,2026-08-19T03:42:43.877Z
68361e58-98a9-4e0c-a44c-4a608b4b8ac5,t2,t2,Business traveller,lp40d3f,Global Towers Hotel & Apartments,476927-RO-RFN,Double or Twin Room,16041,Room Only,true,27,3,false,,47019,414,1,0,0,2026-08-19T03:43:31.248Z
68361e58-98a9-4e0c-a44c-4a608b4b8ac5,t3,t3,Self-funded worker,lp71118,CityRest Fort,1459617182-RO-RFN,Standard Double Room,11502,Room Only,true,,2,false,,42919,441,1,0,0,2026-08-19T03:44:14.535Z
68361e58-98a9-4e0c-a44c-4a608b4b8ac5,t4,t4,Family on holiday,lp76eba,Radisson Hotel Colombo,7559276-RO-RFN,Superior Room,27402,Room Only,true,24,5,false,,28478,558,1,0,0,2026-08-19T03:44:43.845Z
68361e58-98a9-4e0c-a44c-4a608b4b8ac5,t5,t5,Light sleeper,lp72a36,Best Western Elyon Colombo,1459894716-RO-RFN,"Deluxe Room, 2 Twin Beds, Non Smoking",19568,Room Only,true,,3,false,,45586,275,1,0,0,2026-08-19T03:45:30.051Z
68361e58-98a9-4e0c-a44c-4a608b4b8ac5,t6,t6,Beach weekender,lp7c172,Mirage Colombo,487129-RO-RFN,Superior Double or Twin Room with Sea View,29563,Room Only,true,42,5,false,,50383,660,1,0,0,2026-08-19T03:46:20.776Z
68361e58-98a9-4e0c-a44c-4a608b4b8ac5,t7,t7,Long-stay consultant,lpc0df6,Fern Colombo,4237597-RO-RFN,Deluxe Twin Room,16245,Room Only,true,25,2,false,,142299,350,1,0,0,2026-08-19T03:48:43.434Z
68361e58-98a9-4e0c-a44c-4a608b4b8ac5,t8,t8,Value-seeking couple,lp6557c6e0,Granbell Hotel Colombo,4368098-RO-NRF,Superior Double City View,28807,Room Only,false,27,3,false,,24658,576,1,0,0,2026-08-19T03:49:08.622Z
68361e58-98a9-4e0c-a44c-4a608b4b8ac5,t9,t9,Remote worker,lp7c172,Mirage Colombo,487127-RO-RFN,Deluxe Twin Room with Ocean View,24581,Room Only,true,42,5,false,,26481,906,1,0,0,2026-08-19T03:49:35.583Z
68361e58-98a9-4e0c-a44c-4a608b4b8ac5,t10,t10,Business traveller,lp857b8,Zylan Colombo,481438-RO-RFN,Executive Room with Jacuzzi - 10% off on Food & Beverage,34557,Room Only,true,60,5,false,,26111,577,1,0,0,2026-08-19T03:50:02.128Z
68361e58-98a9-4e0c-a44c-4a608b4b8ac5,t_attn,t_attn,Attention check,lpb1537,Shangri-La Colombo,2416743-RO-NRF,Deluxe Lake View Twin,68781,Room Only,false,42,5,true,true,23646,1091,1,0,0,2026-08-19T03:50:26.452Z
054695fc-2388-4c77-a4f5-28f4f0f3d3a3,t6,t6,Beach weekender,lp7c172,Mirage Colombo,487132-RO-RFN,Standard Double Room,20482,Room Only,true,27,5,false,,901228,20846,1,0,0,2026-08-19T04:00:52.746Z
054695fc-2388-4c77-a4f5-28f4f0f3d3a3,t7,t7,Long-stay consultant,lp857b8,Zylan Colombo,481438-RO-RFN,Executive Room with Jacuzzi - 10% off on Food & Beverage,34557,Room Only,true,60,5,false,,14324,6390,1,0,0,2026-08-19T04:01:07.805Z
054695fc-2388-4c77-a4f5-28f4f0f3d3a3,t8,t8,Value-seeking couple,lp6557c6e0,Granbell Hotel Colombo,4368098-RO-NRF,Superior Double City View,28807,Room Only,false,27,3,false,,187652,181054,1,0,0,2026-08-19T04:04:15.993Z
054695fc-2388-4c77-a4f5-28f4f0f3d3a3,t9,t9,Remote worker,lp7c172,Mirage Colombo,487132-RO-RFN,Standard Double Room,20482,Room Only,true,27,5,false,,10104,2243,1,0,0,2026-08-19T04:04:26.874Z
054695fc-2388-4c77-a4f5-28f4f0f3d3a3,t10,t10,Business traveller,lp857b8,Zylan Colombo,1461137737-RO-RFN,Deluxe Triple Room,35761,Room Only,true,32,5,false,,8092,3394,1,0,0,2026-08-19T04:04:35.556Z
054695fc-2388-4c77-a4f5-28f4f0f3d3a3,t_attn,t_attn,Attention check,lp81760,The Steuart by Citrus,1459938501-RO-NRF,"Premium Room, City View - Early check-in or late check-out subject to availability",22604,Room Only,false,123,5,true,false,5878,1313,1,0,0,2026-08-19T04:04:41.964Z
a29c6aee-213d-4c4c-a702-20d89b2f7518,t1,t1,Evening walker,lpa0a8a,NH Collection Colombo,2385682-HB-NRF,Superior Room with Sea View,58363,Half Board,false,35,3,false,,79116,48706,1,0,0,2026-08-19T04:44:40.631Z
a29c6aee-213d-4c4c-a702-20d89b2f7518,t2,t2,Business traveller,lp67286,Colombo Court Hotel & Spa,481452-RO-RFN,Duplex Suite,56529,Room Only,true,65,5,false,,53319,41231,1,0,0,2026-08-19T04:45:34.453Z
a29c6aee-213d-4c4c-a702-20d89b2f7518,t3,t3,Self-funded worker,lp3e58e,The Kingsbury Colombo,479092-BI-RFN,Superior Room,37797,Breakfast Included,true,23,2,false,,41761,32340,1,0,0,2026-08-19T04:46:16.575Z
a29c6aee-213d-4c4c-a702-20d89b2f7518,t4,t4,Family on holiday,lp102b02,Marino Beach Colombo,4219864-RO-RFN,Standard King Room without Outside View - Complimentary City Tour & Access To Beach Lounge,30177,Room Only,true,35,2,false,,10715,2405,1,0,0,2026-08-19T04:46:27.695Z
a29c6aee-213d-4c4c-a702-20d89b2f7518,t5,t5,Light sleeper,lp67708,Supun Arcade Residency,481434-BI-RFN,One-Bedroom Apartment with 15% Discount on Food & Beverage,24663,Breakfast Included,true,121,5,false,,17714,4894,1,0,0,2026-08-19T04:46:45.887Z
a29c6aee-213d-4c4c-a702-20d89b2f7518,t6,t6,Beach weekender,lp76eba,Radisson Hotel Colombo,7559276-FB-NRF,Superior Room,77140,Full Board,false,24,5,false,,17119,6399,2,0,0,2026-08-19T04:47:03.493Z
a29c6aee-213d-4c4c-a702-20d89b2f7518,t7,t7,Long-stay consultant,lp741c5,Cinnamon Red Colombo,514377-BI-RFN,Standard Twin Room,47920,Breakfast Included,true,26,2,false,,19029,9457,1,0,0,2026-08-19T04:47:23.008Z
a29c6aee-213d-4c4c-a702-20d89b2f7518,t8,t8,Value-seeking couple,lp102b02,Marino Beach Colombo,4219906-RO-RFN,Standard Twin Room without Outside View - Complimentary City Tour & Access To Beach Lounge,30177,Room Only,true,35,2,false,,11174,2115,1,0,0,2026-08-19T04:47:34.630Z
a29c6aee-213d-4c4c-a702-20d89b2f7518,t9,t9,Remote worker,lp3e58e,The Kingsbury Colombo,479092-BI-RFN,Superior Room,37797,Breakfast Included,true,23,2,false,,21516,15671,1,0,0,2026-08-19T04:47:56.814Z
a29c6aee-213d-4c4c-a702-20d89b2f7518,t10,t10,Business traveller,lp1bc0d,Hilton Colombo Hotel,476981-RO-RFN,Superior Twin Room,51245,Room Only,true,31,2,false,,8383,3256,1,0,0,2026-08-19T04:48:05.621Z
a29c6aee-213d-4c4c-a702-20d89b2f7518,t_attn,t_attn,Attention check,lp65589ffb,MaRadha Colombo,8208286-RO-RFN,Standard Double Room,35408,Room Only,true,27,2,true,false,6702,2202,1,0,0,2026-08-19T04:48:12.762Z
1aa01656-9aa7-4766-9df8-c8f71fab1751,t1,t1,Evening walker,lpb1537,Shangri-La Colombo,2416743-RO-RFN,Deluxe Lake View Twin,73076,Room Only,true,42,5,false,,24261,13397,1,0,0,2026-08-19T06:48:50.922Z
1aa01656-9aa7-4766-9df8-c8f71fab1751,t2,t2,Business traveller,lp72a36,Best Western Elyon Colombo,1459894716-RO-RFN,"Deluxe Room, 2 Twin Beds, Non Smoking",19568,Room Only,true,,3,false,,11573,6989,1,0,0,2026-08-19T06:49:03.152Z
1aa01656-9aa7-4766-9df8-c8f71fab1751,t3,t3,Self-funded worker,lp9855f,Fairway Colombo - Sri Lanka's First Hotel With Robot Technology,256041-BI-RFN,Deluxe Suite with 20% off on Laundry Services,59040,Breakfast Included,true,46,5,false,,8971,5309,1,0,0,2026-08-19T06:49:13.055Z
1aa01656-9aa7-4766-9df8-c8f71fab1751,t4,t4,Family on holiday,lp76eba,Radisson Hotel Colombo,7559276-BI-RFN,Superior Room,36248,Breakfast Included,true,24,5,false,,9038,4278,1,0,0,2026-08-19T06:49:23.030Z
1aa01656-9aa7-4766-9df8-c8f71fab1751,t5,t5,Light sleeper,lp67708,Supun Arcade Residency,481435-RO-RFN,Two-Bedroom Apartment with 15% Discount on Food & Beverage,28551,Room Only,true,142,5,false,,13397,7858,1,0,0,2026-08-19T06:49:37.453Z
1aa01656-9aa7-4766-9df8-c8f71fab1751,t6,t6,Beach weekender,lp7c172,Mirage Colombo,487132-RO-RFN,Standard Double Room,20482,Room Only,true,27,5,false,,14311,3275,1,0,0,2026-08-19T06:49:52.486Z
1aa01656-9aa7-4766-9df8-c8f71fab1751,t7,t7,Long-stay consultant,lp857b8,Zylan Colombo,481438-RO-RFN,Executive Room with Jacuzzi - 10% off on Food & Beverage,34557,Room Only,true,60,5,false,,7220,2795,1,0,0,2026-08-19T06:50:01.285Z
1aa01656-9aa7-4766-9df8-c8f71fab1751,t8,t8,Value-seeking couple,lp6557c6e0,Granbell Hotel Colombo,4368098-RO-NRF,Superior Double City View,28807,Room Only,false,27,3,false,,6852,2191,1,0,0,2026-08-19T06:50:08.890Z
1aa01656-9aa7-4766-9df8-c8f71fab1751,t9,t9,Remote worker,lp7c172,Mirage Colombo,487132-RO-RFN,Standard Double Room,20482,Room Only,true,27,5,false,,10405,2709,1,0,0,2026-08-19T06:50:20.128Z
1aa01656-9aa7-4766-9df8-c8f71fab1751,t10,t10,Business traveller,lp857b8,Zylan Colombo,481438-RO-RFN,Executive Room with Jacuzzi - 10% off on Food & Beverage,34557,Room Only,true,60,5,false,,10021,3902,1,0,0,2026-08-19T06:50:30.687Z
1aa01656-9aa7-4766-9df8-c8f71fab1751,t_attn,t_attn,Attention check,lpb1537,Shangri-La Colombo,2416743-RO-NRF,Deluxe Lake View Twin,68781,Room Only,false,42,5,true,true,14840,9348,1,0,0,2026-08-19T06:50:46.738Z
2a6f643d-30df-4603-8e7a-01ae36720c87,t1,t1,Evening walker,lp71118,CityRest Fort,1459617182-RO-RFN,Standard Double Room,11502,Room Only,true,,2,false,,61767,15137,1,0,0,2026-08-19T08:50:34.442Z
2a6f643d-30df-4603-8e7a-01ae36720c87,t2,t2,Business traveller,lp72a36,Best Western Elyon Colombo,513432-RO-RFN,Deluxe King Room,19568,Room Only,true,24,3,false,,60993,28777,1,0,0,2026-08-19T08:51:35.888Z
2a6f643d-30df-4603-8e7a-01ae36720c87,t3,t3,Self-funded worker,lp71118,CityRest Fort,1459617182-RO-RFN,Standard Double Room,11502,Room Only,true,,2,false,,41011,22892,1,0,0,2026-08-19T08:52:17.251Z
2a6f643d-30df-4603-8e7a-01ae36720c87,t4,t4,Family on holiday,lp6557c6e0,Granbell Hotel Colombo,1459442880-RO-NRF,"Superior Double Room, Partial Ocean View",30358,Room Only,false,32,3,false,,52509,16453,1,0,0,2026-08-19T08:53:10.285Z
2a6f643d-30df-4603-8e7a-01ae36720c87,t5,t5,Light sleeper,lp72a36,Best Western Elyon Colombo,513432-RO-RFN,Deluxe King Room,19568,Room Only,true,24,3,false,,46609,24013,1,0,0,2026-08-19T08:53:57.269Z
2a6f643d-30df-4603-8e7a-01ae36720c87,t6,t6,Beach weekender,lp67708,Supun Arcade Residency,481434-RO-RFN,One-Bedroom Apartment with 15% Discount on Food & Beverage,20768,Room Only,true,121,5,false,,49255,22615,2,0,0,2026-08-19T08:54:46.933Z
2a6f643d-30df-4603-8e7a-01ae36720c87,t7,t7,Long-stay consultant,lp857b8,Zylan Colombo,481438-RO-RFN,Executive Room with Jacuzzi - 10% off on Food & Beverage,34557,Room Only,true,60,5,false,,52108,40872,1,0,0,2026-08-19T08:55:39.400Z
2a6f643d-30df-4603-8e7a-01ae36720c87,t8,t8,Value-seeking couple,lp6557c6e0,Granbell Hotel Colombo,1459442880-RO-NRF,"Superior Double Room, Partial Ocean View",30358,Room Only,false,32,3,false,,28148,13574,1,0,0,2026-08-19T08:56:07.931Z
2a6f643d-30df-4603-8e7a-01ae36720c87,t9,t9,Remote worker,lp40d3f,Global Towers Hotel & Apartments,476927-RO-RFN,Double or Twin Room,16041,Room Only,true,27,3,false,,20476,12990,1,0,0,2026-08-19T08:56:28.743Z
2a6f643d-30df-4603-8e7a-01ae36720c87,t10,t10,Business traveller,lp72a36,Best Western Elyon Colombo,513432-RO-RFN,Deluxe King Room,19568,Room Only,true,24,3,false,,42660,11792,1,0,0,2026-08-19T08:57:11.787Z
2a6f643d-30df-4603-8e7a-01ae36720c87,t_attn,t_attn,Attention check,lpb1537,Shangri-La Colombo,2416733-RO-NRF,Deluxe Lake View King,68781,Room Only,false,42,5,true,true,22780,12669,1,0,0,2026-08-19T08:57:35.106Z
e190e9ba-f7ea-4d44-b57c-c6d76ee94bd9,t1,t1,Evening walker,lp71118,CityRest Fort,1459617182-RO-RFN,Standard Double Room,11502,Room Only,true,,2,false,,20569,112,1,0,0,2026-08-20T00:35:52.889Z
2fe501f3-10dd-43a5-8fb2-2d98f1ed1bad,t1,t1,Evening walker,lp71118,CityRest Fort,1459617182-RO-RFN,Standard Double Room,11502,Room Only,true,,2,false,,2964,1028,1,0,0,2026-08-20T00:36:59.580Z
2fe501f3-10dd-43a5-8fb2-2d98f1ed1bad,t2,t2,Business traveller,lp71118,CityRest Fort,1459617182-RO-RFN,Standard Double Room,11502,Room Only,true,,2,false,,2348,611,1,0,0,2026-08-20T00:37:02.329Z
f8a0381d-453d-423d-891e-87aae29846e3,t1,t1,Evening walker,lp6e625,Hotel Janaki,479121-BI-RFN,Deluxe Room with Pool View,15319,Breakfast Included,true,14,2,false,,2529,512,1,0,0,2026-08-20T00:37:38.728Z
c4d47707-448b-442e-aa0f-7ca4560ab167,t1,t1,Evening walker,lp3e58e,The Kingsbury Colombo,479092-BI-RFN,Superior Room,37797,Breakfast Included,true,23,2,false,,2501,513,1,0,0,2026-08-20T00:37:38.889Z
5b4197d8-e77c-413b-b648-e8ede8a79537,t1,t1,Evening walker,lpb1537,Shangri-La Colombo,2416733-RO-NRF,Deluxe Lake View King,68781,Room Only,false,42,5,false,,2582,516,1,0,0,2026-08-20T00:37:38.916Z
